SUBJECT: DK_729_POST_INJ_7-25-13
DATE: 25-Jul-2013

START TIME: 14:54:48

TIME_(s)	X_POSITION_(cm)	Y_POSITION_(cm)	ORIENTATION_(degrees)	LENGTH_(cm)
2.540	55.54	6.10	-45.24	7.32
4.236	54.99	7.51	6.80	6.62
4.380	54.00	9.02	43.57	7.41
4.524	52.37	12.75	58.74	7.61
4.652	51.65	16.59	70.77	7.84
4.796	51.54	21.82	83.78	7.39
4.924	52.91	28.76	-85.06	7.17
5.069	54.99	37.19	-87.58	7.42
5.196	55.81	44.46	73.86	7.43
5.340	54.82	49.73	61.35	7.34
5.485	55.06	52.13	47.41	7.41
5.613	54.98	54.58	34.77	7.04
5.757	55.20	56.05	41.64	7.33
5.964	54.93	57.48	19.49	6.94
6.092	54.06	59.05	-24.61	7.16
12.461	55.29	59.05	-68.29	7.84
12.668	56.15	50.79	-73.44	7.58
12.797	55.20	44.78	-69.05	7.13
12.940	54.95	41.66	-66.25	7.91
13.084	54.27	38.50	-56.47	7.29
13.276	54.44	36.81	-51.69	7.60
13.421	54.07	35.48	-48.21	7.19
13.628	53.72	32.29	-51.44	8.06
13.755	52.28	29.62	-50.10	7.86
13.900	51.49	27.75	-46.12	7.87
15.404	50.12	22.56	-61.88	6.56
15.548	47.85	15.11	-56.88	6.30
15.677	44.64	7.66	-45.11	6.20
15.820	40.64	3.01	-17.29	6.59
15.964	37.02	1.61	20.99	7.38
16.093	35.50	2.64	34.43	7.56
16.235	33.79	3.63	46.90	7.08
27.835	33.84	2.62	53.85	6.62
31.611	34.84	2.27	-89.24	5.56
31.883	35.90	2.79	-57.91	6.38
32.010	37.59	3.02	-32.99	7.60
32.155	41.08	2.93	-11.42	6.96
32.283	46.79	2.14	-24.03	6.80
32.427	49.88	2.40	-30.67	7.54
32.571	53.03	3.06	-54.64	7.21
32.699	54.85	3.93	-81.72	7.11
32.971	55.68	4.58	46.50	7.13
37.642	55.45	3.48	24.47	6.29
38.747	54.85	4.61	52.76	6.15
41.690	55.61	5.44	83.43	6.55
42.315	55.27	8.59	82.80	7.98
42.442	56.00	13.09	74.08	7.62
42.585	56.47	17.64	79.72	7.87
42.713	56.33	23.10	76.21	7.77
42.857	56.21	28.96	76.06	7.57
43.002	55.78	35.25	64.65	7.18
43.130	55.78	37.90	54.05	7.17
43.274	55.61	40.33	49.09	7.01
43.402	55.97	41.46	60.66	6.91
43.546	56.20	43.93	65.10	7.15
43.673	55.73	46.49	60.88	7.37
43.818	54.58	49.34	29.38	7.07
43.962	54.08	50.83	-14.06	7.23
44.442	54.44	49.74	-62.22	6.81
44.714	54.72	48.00	-62.13	6.85
44.841	55.01	46.71	-60.52	6.91
44.986	55.11	45.59	-39.34	7.20
45.321	54.98	43.84	-23.93	6.82
47.866	54.89	42.71	-46.30	6.94
48.010	53.98	41.16	-54.55	7.45
48.138	52.89	38.25	-59.19	7.71
48.282	51.81	34.58	-62.48	7.49
48.409	51.05	30.12	-64.03	7.30
48.553	50.64	26.65	-58.23	7.42
48.698	49.32	22.83	-47.58	7.14
48.826	48.11	21.25	-27.94	7.24
49.098	46.70	20.49	4.37	7.17
49.929	47.71	21.37	63.61	6.05
50.057	48.82	23.56	-77.37	7.35
50.201	51.03	28.50	-69.76	7.38
50.330	53.20	33.87	-79.35	7.18
50.474	54.64	38.99	68.85	6.69
50.617	54.15	42.15	31.80	6.97
50.746	52.09	44.06	-0.00	6.49
50.889	51.05	44.31	-27.37	7.02
55.417	52.09	44.32	-82.21	6.26
64.617	51.84	45.30	-16.85	5.35
66.120	48.15	47.52	28.74	7.54
66.264	43.97	52.28	30.99	7.65
66.392	42.04	55.82	30.31	7.20
66.537	40.36	58.46	8.10	6.65
66.665	39.07	59.30	-24.40	7.16
66.808	37.26	58.78	-46.19	7.45
67.080	36.12	57.88	-74.94	7.04
70.584	40.32	55.45	44.77	6.67
70.712	45.51	52.71	40.03	6.83
70.855	51.06	49.61	49.62	6.69
71.000	55.18	45.61	80.42	6.86
71.128	56.12	43.09	-59.89	7.33
71.335	55.32	40.79	-48.95	7.76
71.480	55.17	38.83	-45.37	7.61
71.608	55.29	37.34	-36.88	7.24
71.960	54.41	36.66	-7.55	6.42
78.328	54.70	38.25	46.40	6.55
78.472	54.17	42.40	69.60	7.06
78.615	54.93	47.24	78.58	7.33
78.743	55.95	52.23	61.26	7.23
78.888	56.02	54.75	62.76	7.86
79.016	55.64	56.72	51.20	7.55
79.496	54.66	57.87	15.28	7.71
79.784	54.87	58.93	-49.17	7.27
79.912	53.63	57.38	-75.06	6.71
80.056	53.13	56.00	82.20	7.02
80.456	54.68	54.64	79.39	6.52
80.600	55.06	53.50	-73.67	6.49
80.871	55.14	51.77	-31.54	7.07
81.144	54.66	50.74	-25.31	6.08
83.144	55.61	51.22	-18.27	5.90
83.624	55.19	50.30	-47.36	6.55
83.960	54.93	48.91	-28.60	6.70
84.311	53.57	47.13	-21.90	6.15
87.112	49.40	45.37	-18.41	7.70
87.255	46.81	45.13	-12.85	7.57
87.399	45.30	44.99	-1.60	7.57
87.799	41.39	41.90	-29.14	7.14
87.942	36.32	40.18	-21.37	7.53
88.071	31.36	38.63	-19.91	7.45
88.215	27.37	37.41	-21.98	7.56
88.359	23.57	37.20	-5.90	7.34
88.567	15.25	40.35	22.78	7.53
88.694	10.39	43.07	28.22	7.87
88.903	4.44	47.76	57.48	7.42
89.111	0.99	52.82	-73.36	6.86
89.319	2.82	55.74	-22.61	6.87
89.527	5.33	56.81	10.53	7.53
95.015	4.63	58.14	71.31	5.63
95.831	4.16	56.84	80.85	6.37
97.750	6.44	57.23	17.43	7.22
97.894	9.19	57.30	22.91	7.16
98.102	10.33	57.75	22.07	6.45
98.230	12.12	58.33	8.30	7.26
98.438	19.53	59.27	18.63	7.72
98.582	24.51	59.31	19.69	7.29
98.791	31.90	59.43	19.74	7.26
98.918	36.49	59.03	30.75	7.18
99.061	38.79	59.27	28.56	7.35
99.270	43.40	58.10	38.90	6.87
99.461	46.57	57.34	54.60	7.09
99.607	47.90	56.93	76.90	6.91
99.878	48.76	56.06	-70.57	6.94
100.630	47.73	55.93	-52.47	6.78
102.759	48.36	56.88	-59.85	5.68
103.718	48.12	55.24	-81.73	7.22
104.550	49.17	55.33	57.20	6.85
104.757	52.51	52.46	64.79	7.36
104.965	54.42	49.66	75.41	7.94
105.094	54.86	46.46	89.90	7.68
105.302	54.77	38.88	-85.79	7.38
105.446	54.75	34.07	-86.44	7.39
105.574	55.11	30.21	-87.32	7.26
105.718	55.78	26.50	-75.85	7.13
105.846	56.23	23.52	-71.48	7.35
105.990	55.73	20.72	-43.11	7.07
106.134	54.25	19.11	-32.06	7.45
106.326	52.66	17.78	-14.48	7.19
112.501	46.82	19.16	7.31	7.95
112.709	41.54	19.63	-0.30	7.63
112.853	36.18	19.27	-8.01	7.69
112.981	30.98	18.38	-13.18	7.25
113.126	25.61	16.54	-17.83	7.50
113.333	18.60	12.96	-23.58	7.41
113.461	14.71	10.47	-26.26	7.29
113.605	11.23	7.99	-29.19	7.44
113.749	8.12	5.84	-26.37	7.29
113.940	6.50	4.42	-14.39	7.40
114.229	5.45	5.05	30.95	7.29
114.356	4.69	5.71	54.65	7.32
114.502	4.40	7.20	83.30	7.50
114.630	4.77	9.03	-81.29	7.68
114.774	4.87	10.23	-74.93	7.61
115.525	6.13	10.77	-50.75	7.80
115.670	9.19	13.04	-28.73	7.89
115.798	13.05	14.78	-22.92	7.58
116.005	20.81	16.25	-11.00	7.12
116.148	27.32	15.62	0.54	7.11
116.357	37.08	12.53	10.26	7.04
116.486	43.52	10.13	-5.23	6.36
116.629	48.66	9.58	-20.14	6.66
116.757	52.11	9.05	-23.64	7.01
116.900	54.99	9.89	-63.73	6.29
117.109	55.95	13.08	64.47	7.30
117.317	55.19	15.19	42.49	7.36
117.524	54.54	16.99	26.58	6.48
117.653	53.88	17.77	8.83	6.59
117.797	53.02	18.29	-1.81	6.54
122.325	54.03	18.41	6.79	5.02
124.517	53.64	20.61	80.70	6.77
124.660	54.43	24.64	85.53	7.48
124.789	55.66	28.39	88.02	7.75
124.932	56.48	32.71	83.63	8.02
125.062	56.04	37.20	72.39	7.94
125.269	55.05	46.93	81.90	7.31
125.413	55.59	52.53	86.25	7.62
125.540	56.11	54.79	76.35	7.71
125.892	56.25	56.31	81.34	8.57
126.373	54.90	58.45	23.64	7.28
126.500	54.46	59.65	-16.65	7.23
126.644	53.25	59.15	-33.64	7.08
126.916	52.13	57.56	-59.80	7.14
127.268	51.40	56.23	-69.20	6.35
138.660	52.66	55.23	55.15	7.49
138.851	53.94	54.23	65.42	6.96
138.995	54.42	53.27	68.14	7.20
139.332	55.06	52.47	-61.13	6.59
139.619	54.30	50.15	-33.63	7.31
139.747	53.43	49.06	-24.07	6.65
145.508	53.25	47.82	-53.46	6.63
145.652	51.13	42.16	-65.06	6.98
145.796	49.43	36.09	-72.49	7.08
145.924	47.16	30.08	-65.47	7.08
146.068	43.63	24.25	-56.83	7.04
146.194	39.66	19.78	-45.50	7.47
146.338	35.73	15.50	-35.40	7.11
146.468	33.10	12.56	-40.72	7.72
146.675	30.01	8.49	-43.74	7.27
146.819	27.99	5.16	-45.33	7.07
146.962	26.77	3.62	-37.60	7.03
147.154	23.86	2.25	0.74	7.04
147.298	21.59	1.90	23.03	7.77
147.442	17.54	1.99	34.39	7.53
147.571	14.01	2.43	32.44	8.10
147.714	10.55	3.22	36.49	6.86
148.194	11.77	4.45	-59.44	6.34
148.467	12.79	4.90	-45.15	6.58
148.675	15.16	5.28	-26.50	7.42
148.803	17.72	6.14	-27.44	7.32
149.011	21.85	7.37	-45.83	6.99
149.155	24.50	9.13	-59.97	7.22
149.363	26.03	10.95	-77.89	6.99
149.571	26.79	13.02	-84.17	7.41
151.203	30.61	17.20	-55.07	7.21
151.347	34.67	22.80	-62.63	7.11
151.491	37.92	28.93	-73.85	6.99
151.683	40.51	38.19	80.60	7.16
151.891	38.35	46.26	61.02	7.47
152.035	36.01	50.32	46.39	7.91
152.243	30.47	56.23	21.62	7.26
152.451	26.01	57.98	-21.09	7.26
152.659	20.38	56.61	-47.80	7.29
152.787	18.77	55.97	-70.06	6.81
153.475	19.67	56.80	20.40	6.52
158.210	18.73	56.44	69.35	5.85
159.443	19.69	56.80	23.71	6.64
159.587	22.66	57.07	7.42	7.32
159.715	27.78	56.64	19.87	7.21
159.858	32.17	56.15	14.97	7.15
160.066	40.32	55.95	6.54	6.85
160.193	47.01	55.64	21.50	6.76
160.401	53.09	52.95	68.86	6.99
160.547	55.02	51.22	-78.03	6.84
160.675	55.95	50.00	-53.96	7.42
161.026	55.07	47.63	-31.88	7.66
161.154	54.14	46.53	-21.48	7.18
161.506	53.97	45.38	-33.75	7.37
164.658	54.43	40.48	-77.98	7.17
164.866	55.18	35.08	-83.52	7.37
165.073	56.16	29.43	-71.47	7.83
165.281	56.29	22.40	-73.69	7.66
165.490	56.23	15.19	-73.61	7.58
165.618	55.62	10.92	-75.32	7.29
165.762	55.47	7.79	-63.97	7.29
165.970	55.55	4.80	-31.93	6.96
166.162	54.65	3.75	-31.32	7.64
166.370	52.98	2.96	8.48	7.00
166.929	51.52	5.17	60.77	7.40
167.474	51.48	6.20	60.63	7.00
172.001	50.03	7.16	38.48	7.07
173.025	50.96	6.70	55.43	5.56
173.378	51.69	7.66	-87.10	6.36
173.921	50.57	7.24	39.97	6.41
175.713	51.78	6.74	-68.72	5.37
176.049	52.65	6.10	-15.11	5.56
176.466	54.95	5.68	62.16	6.53
176.673	55.60	4.66	-70.74	6.33
177.010	54.58	5.10	-23.89	6.78
177.154	52.64	4.69	-6.15	6.93
177.362	50.91	3.90	9.56	7.27
178.449	51.80	4.39	28.09	6.55
178.721	52.05	6.34	62.80	7.28
178.865	51.27	9.78	63.30	7.00
179.009	50.92	10.99	50.49	6.86
179.201	49.87	12.59	50.49	7.06
179.553	49.71	14.66	62.87	7.09
179.761	50.21	16.58	-88.48	7.11
179.969	53.29	23.04	-73.79	7.46
180.096	55.04	27.42	-86.69	7.20
180.304	55.48	32.72	60.69	7.50
180.513	54.65	36.57	47.31	7.40
180.721	55.06	38.47	60.87	7.13
180.993	54.72	41.14	66.64	7.01
181.201	55.39	45.96	79.91	7.57
181.411	55.28	50.19	69.53	7.86
181.537	55.33	52.14	77.95	8.05
181.745	55.59	54.11	78.57	9.03
181.953	55.40	56.64	86.53	8.05
182.577	54.27	56.23	23.64	6.92
182.705	51.09	57.35	-13.71	6.90
182.912	48.21	56.78	-51.90	7.15
183.329	48.04	55.70	-69.96	6.94
185.856	48.02	56.76	-79.97	5.58
189.424	49.16	51.67	84.74	7.57
189.567	49.87	46.91	80.76	7.57
189.711	50.23	42.79	-89.67	7.40
189.904	50.66	37.08	-78.42	7.41
190.113	50.77	29.64	-72.97	6.98
190.257	51.06	27.67	-66.42	7.28
190.528	49.60	25.02	-8.23	6.63
194.720	50.69	24.81	36.83	5.58
194.928	51.19	26.49	81.90	6.70
195.120	53.05	30.25	-54.38	7.19
195.264	54.06	31.11	-25.75	7.05
195.807	55.42	28.19	-88.36	6.93
196.016	56.02	27.39	-57.48	7.41
196.368	55.11	25.81	-21.30	6.92
196.576	53.66	25.28	2.86	6.48
201.984	52.48	25.04	-19.96	6.67
203.503	53.39	25.58	16.88	6.13
203.902	52.36	23.21	-47.11	7.36
204.110	46.94	16.42	-41.08	7.45
204.256	43.05	12.25	-35.49	7.29
204.383	39.07	8.44	-28.60	7.14
204.527	35.24	5.28	-21.61	7.31
204.734	29.96	2.99	6.47	7.40
204.879	26.79	3.32	26.50	7.45
205.071	24.85	4.51	43.90	8.17
205.216	23.66	6.10	53.79	8.58
205.359	22.22	7.34	56.14	7.73
205.904	19.92	5.84	13.90	7.39
206.111	12.25	5.08	16.45	7.73
206.239	8.16	5.62	26.80	7.51
206.382	6.12	6.03	28.44	7.81
206.591	5.20	6.90	31.17	6.36
207.759	6.08	7.96	81.06	7.13
207.966	7.09	15.62	-82.06	7.77
208.159	5.89	25.02	86.32	7.88
208.367	4.36	35.19	77.59	8.13
208.511	3.10	40.71	73.18	7.92
208.719	2.42	45.05	75.34	8.78
208.926	1.86	51.64	-89.63	8.15
209.118	1.84	56.13	-71.46	7.53
209.263	2.58	57.20	-43.67	6.81
209.599	5.55	57.77	9.67	7.47
210.015	6.86	57.11	39.49	7.59
210.367	7.41	56.24	47.70	7.64
212.831	9.54	55.79	33.01	7.88
213.038	13.77	55.03	15.01	7.77
213.247	20.37	55.32	17.12	7.49
213.455	25.04	55.25	33.97	7.20
216.542	27.74	55.54	20.92	7.09
216.749	33.45	56.96	-3.14	7.55
216.942	37.45	58.53	-13.95	7.84
217.150	40.18	58.95	-20.10	7.99
217.357	42.24	58.85	-31.96	7.64
217.631	43.57	59.56	-45.58	7.05
217.983	41.96	59.68	-85.04	6.13
218.382	40.49	59.14	65.68	5.52
218.734	41.24	58.10	65.11	5.62
219.149	38.75	58.05	-21.56	6.84
219.358	36.65	58.23	-61.17	7.59
219.549	36.07	57.19	82.77	6.40
222.846	36.14	58.25	74.22	6.17
224.557	43.15	53.96	45.04	7.01
224.702	47.72	49.62	56.17	7.18
224.910	51.42	43.62	80.36	7.59
225.118	52.90	39.22	-89.14	8.01
225.326	53.96	33.07	81.54	7.41
225.454	54.74	28.83	78.88	7.72
225.662	55.78	24.68	-85.13	7.89
225.933	56.37	22.84	-73.79	7.71
226.141	56.14	15.95	-68.41	7.51
226.350	56.13	9.96	-64.86	7.50
226.557	55.82	5.70	-64.32	7.27
226.973	54.77	4.33	-18.45	7.40
227.309	52.47	3.54	13.35	7.42
231.230	53.91	4.48	76.26	6.76
231.422	54.46	11.36	80.71	7.27
231.630	53.75	15.05	61.45	7.35
231.838	52.96	17.30	67.25	7.65
233.005	52.97	23.01	-89.80	6.53
233.278	51.73	40.57	25.68	6.23
233.484	44.28	43.28	-52.22	6.95
233.692	42.26	41.27	-75.80	8.04
236.716	43.42	41.75	73.95	7.20
236.925	45.44	41.29	54.23	6.91
239.517	42.12	40.27	-42.30	7.33
239.661	36.86	38.49	-16.54	7.37
239.869	28.13	38.57	3.00	6.92
240.012	21.68	41.44	27.63	6.88
240.205	13.27	48.53	56.81	7.17
240.413	11.37	55.31	-55.62	6.97
240.621	13.86	57.55	14.54	6.54
240.973	14.60	56.81	48.07	7.26
247.276	22.03	57.77	13.82	6.74
247.484	30.95	59.16	13.10	7.18
247.692	38.35	58.41	35.13	7.58
247.900	44.35	56.24	43.06	6.87
248.108	49.60	55.19	38.42	6.97
248.299	51.84	54.62	70.27	6.80
248.444	53.23	53.61	-64.52	6.89
252.636	53.84	50.47	-86.65	7.35
252.844	54.01	44.15	88.29	7.73
252.972	54.70	42.48	72.61	7.79
253.180	55.50	40.67	71.52	8.28
253.387	54.45	39.18	-82.72	7.83
253.596	53.39	36.32	-60.90	7.83
253.805	51.56	32.51	-42.99	7.45
253.996	50.75	30.94	-42.83	7.95
255.932	51.50	31.70	-28.40	6.38
256.332	51.56	33.95	45.34	6.04
256.540	51.61	41.05	83.26	7.42
256.684	52.15	46.66	85.60	7.21
256.892	53.34	52.32	76.07	7.77
257.099	53.28	56.15	63.17	7.32
257.292	52.09	57.82	18.89	7.20
257.580	50.63	58.66	-34.82	6.89
257.772	49.60	58.28	-62.62	7.98
258.123	49.59	56.91	-81.58	7.61
263.404	49.56	58.01	-69.03	6.35
265.595	50.63	58.28	53.37	6.79
266.010	52.17	57.88	35.20	7.06
266.427	51.10	57.99	-85.12	6.54
266.635	49.23	56.15	-51.47	7.56
266.843	46.23	51.88	-55.35	7.69
267.034	42.09	46.69	-45.85	7.62
267.323	31.55	38.58	-41.45	7.28
267.515	24.26	32.30	-43.80	7.57
267.659	19.89	28.91	-39.91	7.64
267.803	16.75	27.40	-38.72	7.89
267.995	14.44	25.96	-56.48	6.86
268.139	14.19	24.77	-85.96	7.68
268.347	12.32	19.85	-87.11	7.51
268.554	10.80	12.17	82.24	7.38
268.763	11.29	7.34	47.57	6.90
270.059	11.32	5.99	53.23	7.71
270.267	12.06	4.33	65.11	7.53
270.891	11.65	3.26	68.86	8.34
271.019	11.71	2.09	79.85	8.16
271.642	11.20	4.46	48.21	6.00
271.850	13.10	4.03	11.98	6.94
272.059	16.91	3.97	-30.12	7.16
274.458	20.60	5.52	-36.84	7.25
274.666	26.89	13.46	-63.11	7.08
274.938	38.01	24.97	-47.14	7.10
275.146	46.29	32.77	-52.02	7.38
275.338	52.50	38.14	-15.20	7.18
275.546	53.87	38.04	27.90	7.32
276.106	55.26	32.18	79.52	7.20
276.299	55.72	25.42	-74.15	7.89
276.506	55.41	20.58	-62.62	7.72
276.715	54.93	17.71	-44.28	7.09
277.066	55.68	14.67	-73.64	7.80
277.258	56.40	11.38	-76.63	8.06
277.401	56.27	8.41	-75.62	7.93
277.546	56.03	6.19	-67.45	7.86
277.755	55.32	5.05	-49.77	8.26
277.946	54.24	4.16	-49.34	7.90
278.570	56.18	5.39	-75.21	6.29
280.283	55.14	6.88	13.94	5.99
280.490	52.67	9.22	39.00	6.62
280.699	51.58	9.94	41.71	7.16
281.324	53.34	15.24	89.09	6.91
281.515	54.71	25.74	-89.72	7.31
281.660	55.37	31.28	81.18	7.23
281.803	55.18	33.67	52.07	7.38
281.996	55.31	38.34	84.40	7.58
282.140	55.57	43.97	83.73	7.24
282.412	54.95	50.45	58.12	7.91
282.620	54.18	52.65	24.75	7.58
282.828	52.54	54.13	-8.48	6.56
283.243	51.16	54.63	-58.85	6.42
289.070	51.91	55.66	75.83	5.28
289.902	53.36	55.84	18.64	6.63
290.303	52.28	55.80	-86.85	4.77
295.392	48.22	55.06	-15.47	7.66
295.600	38.20	55.38	-9.14	7.41
295.809	27.30	56.41	-10.54	7.23
296.001	18.89	56.03	-23.29	7.35
296.208	13.15	54.25	-35.59	7.67
296.417	10.11	53.11	-43.12	7.84
296.625	8.57	52.00	-50.38	7.13
298.129	7.87	53.43	-17.52	6.36
298.690	8.96	53.23	-59.10	5.38
300.338	10.19	53.05	40.57	6.44
300.531	13.19	52.25	29.38	7.84
300.739	19.83	47.42	46.75	7.43
300.883	23.42	42.42	61.55	7.42
301.091	25.95	36.61	63.70	7.87
301.299	26.69	33.87	68.30	7.81
301.507	26.57	31.50	-87.41	8.14
301.699	25.83	30.29	-81.70	8.00
302.739	26.07	31.26	87.58	6.75
304.660	26.83	32.58	23.42	6.28
304.869	32.26	34.71	-17.34	6.76
305.077	38.47	39.48	-48.35	7.11
305.268	40.33	43.11	-72.09	7.87
305.477	41.01	46.72	-85.66	7.51
305.893	42.14	47.73	-51.29	7.71
306.100	43.23	49.20	-53.00	8.12
306.373	49.32	54.67	-40.83	7.76
306.581	53.70	57.94	-49.04	7.65
306.789	55.54	59.42	-48.37	8.28
307.477	56.56	59.02	-9.40	7.10
307.878	54.76	58.72	-31.25	5.87
308.566	52.67	59.13	34.04	6.41
308.773	50.53	59.27	-36.64	7.86
315.705	50.80	50.80	-81.01	6.70
315.849	50.06	43.17	-78.71	6.77
315.993	49.97	35.92	-81.00	6.96
316.185	49.51	24.99	-69.61	6.85
316.393	47.84	17.32	-55.31	6.87
316.601	44.15	12.03	-24.84	7.16
316.809	41.23	11.10	13.87	7.77
320.859	42.38	11.12	20.35	6.56
321.884	43.74	11.43	54.85	6.02
322.091	47.47	16.43	-71.22	7.19
322.363	52.54	21.80	-45.04	7.08
322.572	51.93	20.72	-42.93	5.60
324.299	52.14	22.52	-76.60	7.45
324.492	54.05	30.08	85.88	7.51
324.700	52.73	35.42	32.93	7.29
324.909	50.21	37.24	8.64	7.30
326.621	49.16	34.09	-40.79	7.40
326.830	43.12	30.19	-22.37	7.57
327.037	37.66	29.41	-5.65	7.48
327.309	29.60	32.74	13.21	7.69
327.517	22.96	35.18	8.63	7.80
327.726	16.53	35.82	-5.62	7.56
327.934	12.31	34.50	-36.34	7.67
328.141	9.93	32.74	-49.67	7.92
328.415	8.43	31.33	-48.89	6.66
331.711	8.57	32.44	-2.40	4.95
332.400	8.89	31.47	-47.69	4.99
333.841	8.85	28.74	37.16	6.83
334.529	9.76	29.48	-13.38	7.72
337.410	9.84	27.92	32.77	7.39
338.018	10.43	26.23	59.67	8.00
338.226	11.47	22.85	78.90	8.02
338.435	11.65	20.58	84.47	7.22
338.850	10.65	20.90	-51.06	4.94
340.499	9.63	26.36	-85.22	7.45
340.706	10.90	29.17	-55.04	7.81
342.546	10.98	30.22	-70.25	8.11
342.755	11.81	33.61	-84.04	7.98
342.962	12.32	36.48	-79.27	7.90
343.107	13.11	38.42	-64.49	8.05
343.314	12.27	37.72	-65.66	6.76
343.858	11.27	37.32	74.12	5.84
344.482	12.02	36.19	-18.07	5.71
345.442	12.32	37.46	-59.97	6.94
345.634	13.15	44.89	-84.49	7.42
345.842	13.51	52.91	85.64	7.85
346.050	12.05	56.21	65.33	7.48
346.466	7.63	57.46	27.30	8.06
346.674	4.44	57.80	21.90	8.40
346.883	5.46	57.18	28.69	7.29
347.490	6.79	57.13	-78.12	5.51
347.906	11.42	57.47	0.68	7.37
348.114	17.14	58.09	4.27	7.51
348.321	23.05	59.13	13.99	7.02
348.529	30.01	59.09	28.22	7.42
348.723	33.84	56.85	61.04	7.39
351.746	40.80	56.69	23.11	6.52
351.954	48.37	53.56	40.89	7.33
352.162	51.77	50.27	69.79	7.03
352.370	53.57	46.02	80.02	7.63
352.578	55.44	40.76	76.21	8.01
353.745	55.16	39.71	-87.20	8.32
353.874	55.18	37.60	-77.73	7.61
354.082	55.47	35.55	-70.88	8.45
357.442	55.25	33.54	-86.51	7.91
357.651	54.32	25.64	-87.03	7.18
357.858	53.44	16.92	85.81	7.03
358.066	53.96	10.38	83.50	7.39
358.274	54.02	6.76	-72.41	7.29
358.466	53.35	5.13	-62.35	7.85
359.778	54.37	5.90	-43.81	5.68
360.739	53.64	7.11	12.99	6.09
360.883	52.15	8.73	39.36	7.42
361.074	50.04	11.98	55.86	6.77
361.282	50.09	14.86	73.21	7.42
364.306	50.51	15.80	62.29	6.10
364.513	51.34	16.60	-76.73	6.97
364.722	53.10	19.60	-69.96	7.40
364.930	54.76	22.01	-69.64	7.85
365.138	55.41	25.40	-86.02	7.57
365.330	55.52	30.66	78.92	8.06
365.538	55.62	38.91	87.40	7.97
365.682	56.20	43.23	83.21	7.59
365.890	55.55	48.29	64.84	8.39
366.098	55.52	52.04	60.55	7.81
366.290	54.53	54.33	53.58	7.68
366.498	54.29	56.54	60.37	7.98
367.121	55.28	55.95	52.50	6.87
367.538	51.55	56.76	-33.92	6.88
367.747	50.06	56.22	-67.60	7.02
368.290	50.75	55.02	89.76	7.71
377.202	47.71	54.07	-40.29	7.91
377.410	40.78	51.75	-32.47	7.73
377.554	37.62	50.84	-35.27	7.32
377.762	36.36	51.07	-28.40	7.12
377.970	32.06	53.09	10.65	7.35
378.162	25.74	55.18	4.31	7.43
378.369	19.37	55.63	-34.07	7.12
378.578	15.75	53.72	-68.58	7.07
382.498	15.89	54.78	51.37	6.04
382.706	19.17	55.10	10.26	7.15
382.898	27.54	55.15	15.58	7.33
383.105	32.44	54.02	34.97	7.91
383.314	34.26	52.93	56.25	7.34
383.665	33.53	54.21	74.15	5.95
390.802	34.12	53.30	62.01	7.62
391.010	35.10	51.82	57.11	8.79
391.202	37.41	47.50	67.88	8.05
391.409	40.76	42.57	64.12	7.69
391.617	44.09	36.61	79.30	7.33
391.762	45.04	33.13	87.79	7.85
391.970	45.48	27.65	-88.59	7.51
392.163	46.16	23.86	85.56	7.56
392.371	46.59	22.09	-86.72	7.87
394.226	46.06	14.29	-76.60	7.20
394.435	44.40	9.47	-56.05	8.01
394.642	42.99	7.65	-49.30	7.69
394.850	40.60	5.36	-38.41	8.31
395.057	38.20	3.77	-38.69	7.50
395.250	36.58	3.45	-17.15	8.47
396.498	29.06	2.80	-1.14	7.30
396.705	20.55	2.67	-0.71	7.32
396.898	13.88	2.82	-1.87	7.83
397.106	7.98	2.26	-5.26	7.87
397.314	5.81	2.30	-2.84	7.73
398.146	6.04	0.89	-58.48	6.74
398.626	6.95	1.41	-68.26	4.97
399.794	7.79	2.00	-52.17	4.51
400.194	7.32	2.99	44.62	5.62
400.818	8.87	5.82	-67.63	7.75
401.026	9.90	7.42	-59.17	7.16
403.426	9.14	15.68	-86.90	7.44
403.634	10.26	23.49	-77.10	7.73
403.842	12.78	27.32	-54.29	7.90
404.113	18.58	36.21	-56.66	7.54
404.386	20.89	37.42	-19.77	7.52
406.450	25.13	44.12	-54.49	7.15
406.643	29.64	51.01	-64.93	7.91
406.786	30.97	54.24	-64.60	8.13
406.995	32.94	56.99	-46.61	8.27
407.202	34.66	57.69	-38.95	7.96
407.475	33.68	56.81	-58.64	6.23
407.889	33.15	58.87	-88.71	6.90
408.498	33.19	56.84	-54.47	5.46
409.539	37.78	56.21	40.81	6.79
409.729	40.79	53.83	74.82	7.29
419.826	39.03	55.39	-12.50	6.46
420.034	32.47	56.73	-1.80	7.57
420.242	24.61	57.59	-11.21	7.52
420.450	16.69	56.92	-20.87	7.62
420.643	12.39	55.10	-54.39	7.25
421.058	11.31	55.65	64.95	6.31
421.683	11.36	57.02	36.07	5.62
424.417	11.73	56.02	46.23	7.07
427.170	11.14	56.89	50.54	6.29
438.898	17.15	55.32	20.49	7.38
439.106	27.03	52.63	16.96	6.94
439.378	42.24	49.71	13.85	7.36
439.585	49.89	48.03	15.44	7.36
439.793	53.19	48.10	22.24	7.18
439.938	54.36	47.44	63.88	6.86
440.130	55.43	46.46	-72.94	6.84
440.338	54.63	44.90	-45.07	7.63
440.897	52.83	44.81	-9.28	7.37
446.930	53.43	45.63	22.52	6.39
448.786	54.00	44.75	-32.59	6.14
